Open,High,Low,Close,Volume,Dividends,Stock Splits,Repaired?
1986-05-27 00:00:00-04:00,0.06700930789581572,0.0691707581281662,0.06700930789581572,0.0691707581281662,13881600,0.0,0.0,False
1986-05-28 00:00:00-04:00,0.06917075856619866,0.07133220881223679,0.06917075856619866,0.07133220881223679,15523200,0.0,0.0,False
1986-05-29 00:00:00-04:00,0.07133219332496323,0.07403462707334094,0.07079183088077437,0.07295390218496323,45676800,0.0,0.0,False
1986-05-30 00:00:00-04:00,0.07349427839690555,0.07673645366939848,0.07349427839690555,0.0756557285785675,27072000,0.0,0.0,False
1986-06-02 00:00:00-04:00,0.07565571272198217,0.07565571272198217,0.07349426299333572,0.07349426299333572,19728000,0.0,0.0,False
1986-06-03 00:00:00-04:00,0.07349426299333572,0.07349426299333572,0.07241291660159292,0.07349426299333572,5011200,0.0,0.0,False
1986-06-04 00:00:00-04:00,0.07349426462915208,0.07403462707334094,0.07241291821334095,0.07295390218496323,4723200,0.0,0.0,False
1986-06-05 00:00:00-04:00,0.07295390630290867,0.07403463125228882,0.07241292230075008,0.07403463125228882,13708800,0.0,0.0,False
1986-06-06 00:00:00-04:00,0.07403463125228882,0.07403463125228882,0.07295390630290867,0.07403463125228882,3427200,0.0,0.0,False
1986-06-09 00:00:00-04:00,0.07403463718892364,0.07403463718892364,0.07079184055328369,0.07079184055328369,12672000,0.0,0.0,False
1986-06-10 00:00:00-04:00,0.07079184055328369,0.07079184055328369,0.06971111551724314,0.07079184055328369,3427200,0.0,0.0,False
1986-06-11 00:00:00-04:00,0.07079184055328369,0.07079184055328369,0.06971111551724314,0.07079184055328369,2304000,0.0,0.0,False
1986-06-12 00:00:00-04:00,0.07079183394827737,0.07079183394827737,0.06754965914265654,0.06809002161026001,13708800,0.0,0.0,False
1986-06-13 00:00:00-04:00,0.06809002161026001,0.06863038407786348,0.06754965914265654,0.06809002161026001,7891200,0.0,0.0,False
1986-06-16 00:00:00-04:00,0.06809000075221977,0.06863036305429382,0.06700927614807167,0.06754963845014572,9590400,0.0,0.0,False
1986-06-17 00:00:00-04:00,0.068090042139848,0.0697111300314269,0.068090042139848,0.0686304047703743,13075200,0.0,0.0,False
1986-06-18 00:00:00-04:00,0.06863038407786348,0.06863038407786348,0.06700929667505306,0.06809002161026001,4348800,0.0,0.0,False
1986-06-19 00:00:00-04:00,0.06809000075221977,0.06863036305429382,0.06700927614807167,0.06754963845014572,8467200,0.0,0.0,False
1986-06-20 00:00:00-04:00,0.06754967250087103,0.06809003507533333,0.06754967250087103,0.06781985610723495,3801600,0.0,0.0,False
1986-06-23 00:00:00-04:00,0.06781986314371787,0.0686304047703743,0.0664689542482691,0.0686304047703743,46195200,0.0,0.0,False
1986-06-24 00:00:00-04:00,0.06863038407786348,0.06917074654546695,0.06754965914265654,0.06809002161026001,14572800,0.0,0.0,False
1986-06-25 00:00:00-04:00,0.06808999469926827,0.06863035695330609,0.06700927019119263,0.06700927019119263,15235200,0.0,0.0,False
1986-06-26 00:00:00-04:00,0.06700927616659635,0.06754963846881978,0.06484782695770264,0.06484782695770264,19152000,0.0,0.0,False
1986-06-27 00:00:00-04:00,0.06484785851685122,0.0653882210820499,0.06376713338645383,0.06430749595165253,10396800,0.0,0.0,False
1986-06-30 00:00:00-04:00,0.06430746752795957,0.06809000381248159,0.06376710520159928,0.06646891683340073,62352000,0.0,0.0,False
1986-07-01 00:00:00-04:00,0.06646891683340073,0.06646891683340073,0.06592855450704044,0.06646891683340073,47577600,0.0,0.0,False
1986-07-02 00:00:00-04:00,0.06646891683340073,0.06646891683340073,0.06592855450704044,0.06646891683340073,52617600,0.0,0.0,False
1986-07-03 00:00:00-04:00,0.06700927614807167,0.06809000075221977,0.06700927614807167,0.06754963845014572,14140800,0.0,0.0,False
1986-07-07 00:00:00-04:00,0.06754963846881978,0.06754963846881978,0.06484782695770264,0.06484782695770264,14054400,0.0,0.0,False
1986-07-08 00:00:00-04:00,0.06484786212059106,0.06484786212059106,0.06268579021207253,0.06322677433490753,14256000,0.0,0.0,False
1986-07-09 00:00:00-04:00,0.06322679082887625,0.06322679082887625,0.05998399288395357,0.0605243556201458,46137600,0.0,0.0,False
1986-07-10 00:00:00-04:00,0.060524319456810645,0.06106468187013585,0.05620142015020899,0.05890323221683502,46886400,0.0,0.0,False
1986-07-11 00:00:00-04:00,0.0589032674115691,0.06160508109253027,0.0589032674115691,0.0605243556201458,17395200,0.0,0.0,False
1986-07-14 00:00:00-04:00,0.05890326887697704,0.06106471987551901,0.05890326887697704,0.05971381068229675,28598400,0.0,0.0,False
1986-07-15 00:00:00-04:00,0.059713809196723984,0.06160508109253027,0.0589032674115691,0.0605243556201458,13190400,0.0,0.0,False
1986-07-16 00:00:00-04:00,0.06106468544181065,0.0626857727766037,0.06106468544181065,0.0626857727766037,9360000,0.0,0.0,False
1986-07-17 00:00:00-04:00,0.06268578113128266,0.06376712769269943,0.06214541861433284,0.06376712769269943,6940800,0.0,0.0,False
1986-07-18 00:00:00-04:00,0.06376713338645383,0.06484785851685122,0.062145424163285154,0.06430749595165253,12326400,0.0,0.0,False
1986-07-21 00:00:00-04:00,0.06430749595165253,0.0653882210820499,0.06430749595165253,0.06430749595165253,3513600,0.0,0.0,False
1986-07-22 00:00:00-04:00,0.06430746752795957,0.06646891683340073,0.06430746752795957,0.06646891683340073,10512000,0.0,0.0,False
1986-07-23 00:00:00-04:00,0.06646891386437292,0.06754963846881978,0.06484782695770264,0.06484782695770264,20793600,0.0,0.0,False
1986-07-24 00:00:00-04:00,0.06592854568311698,0.06808999469926827,0.06592854568311698,0.06700927019119263,14140800,0.0,0.0,False
1986-07-25 00:00:00-04:00,0.06700927614807167,0.06809000075221977,0.06700927614807167,0.06754963845014572,20448000,0.0,0.0,False
1986-07-28 00:00:00-04:00,0.06754968884411122,0.06754968884411122,0.06592860072851181,0.06592860072851181,11808000,0.0,0.0,False
1986-07-29 00:00:00-04:00,0.0659285836472486,0.0664689462124473,0.06322677082125515,0.06430749595165253,14054400,0.0,0.0,False
1986-07-30 00:00:00-04:00,0.06430749104211646,0.06430749104211646,0.059983969323032287,0.0621454194188118,26409600,0.0,0.0,False
1986-07-31 00:00:00-04:00,0.06214539484366801,0.06268575715392881,0.06160503253340722,0.06160503253340721,15638400,0.0,0.0,False
1986-08-01 00:00:00-04:00,0.06160506787288485,0.062145430493122295,0.060524342632409946,0.0610647052526474,12902400,0.0,0.0,False
1986-08-04 00:00:00-04:00,0.06106470525264739,0.06106470525264739,0.059443617391935044,0.0610647052526474,12441600,0.0,0.0,False
1986-08-05 00:00:00-04:00,0.06106471835633803,0.06160508109253027,0.0605243556201458,0.0605243556201458,2822400,0.0,0.0,False
1986-08-06 00:00:00-04:00,0.06052433501223588,0.06106469756444025,0.05890324735562276,0.05998397246003151,18316800,0.0,0.0,False
1986-08-07 00:00:00-04:00,0.05998395166478872,0.06052431402966021,0.05890322693504573,0.05944358929991722,3657600,0.0,0.0,False
1986-08-08 00:00:00-04:00,0.059443609907827134,0.06106469756444025,0.059443609907827134,0.05998397246003151,4147200,0.0,0.0,False
1986-08-11 00:00:00-04:00,0.061064694370922046,0.06268578194275667,0.061064694370922046,0.0621454194188118,7948800,0.0,0.0,False
1986-08-12 00:00:00-04:00,0.06214541861433284,0.06376712769269943,0.06214541861433284,0.06376712769269943,9993600,0.0,0.0,False
1986-08-13 00:00:00-04:00,0.06376713338645383,0.06430749595165253,0.06322677082125515,0.06430749595165253,6883200,0.0,0.0,False
1986-08-14 00:00:00-04:00,0.06430751261291238,0.06646896343371161,0.06430751261291238,0.06592860072851181,20131200,0.0,0.0,False
1986-08-15 00:00:00-04:00,0.06592859005412918,0.06646895267183983,0.06538822743641855,0.06619877368211746,6105600,0.0,0.0,False
1986-08-18 00:00:00-04:00,0.06619874106296153,0.06646891991955438,0.06538819521665573,0.06538819521665573,12787200,0.0,0.0,False
1986-08-19 00:00:00-04:00,0.06538819521665573,0.06565837871151221,0.06430747051375707,0.06538819521665573,20390400,0.0,0.0,False
1986-08-20 00:00:00-04:00,0.06538818925992607,0.06538818925992607,0.06484782695770264,0.06484782695770264,20764800,0.0,0.0,False
1986-08-21 00:00:00-04:00,0.06484782695770264,0.0659285515621495,0.06484782695770264,0.06484782695770264,49536000,0.0,0.0,False
1986-08-22 00:00:00-04:00,0.0648478527265991,0.06538821524354892,0.06268578113128266,0.06376712769269943,5760000,0.0,0.0,False
1986-08-25 00:00:00-04:00,0.06376712769269943,0.06376712769269943,0.06268578113128266,0.06376712769269943,2419200,0.0,0.0,False
1986-08-26 00:00:00-04:00,0.06376713693013537,0.06376713693013537,0.06322677433490753,0.06322677433490753,10857600,0.0,0.0,False
1986-08-27 00:00:00-04:00,0.06322677433490753,0.06376713693013537,0.06268579021207253,0.06322677433490753,9532800,0.0,0.0,False
1986-08-28 00:00:00-04:00,0.06322677433490753,0.06376713693013537,0.06322677433490753,0.06322677433490753,3427200,0.0,0.0,False
1986-08-29 00:00:00-04:00,0.063226740991469,0.06376710330172979,0.06052430791288562,0.06160503253340721,25430400,0.0,0.0,False
1986-09-02 00:00:00-04:00,0.06160506011664463,0.06160506011664463,0.059173426312592266,0.05998397246003151,5212800,0.0,0.0,False
1986-09-03 00:00:00-04:00,0.05944361903046887,0.05944361903046887,0.05674180585480748,0.058362893760204315,18316800,0.0,0.0,False
1986-09-04 00:00:00-04:00,0.05944361464070549,0.06322677433490753,0.05944361464070549,0.06322677433490753,39427200,0.0,0.0,False
1986-09-05 00:00:00-04:00,0.06322678720251278,0.06592860072851181,0.06268580296957933,0.06592860072851181,26352000,0.0,0.0,False
1986-09-08 00:00:00-04:00,0.06592855756810505,0.06646891991955438,0.06538819521665573,0.06538819521665573,9619200,0.0,0.0,False
1986-09-09 00:00:00-04:00,0.06538819218068015,0.06809000381248159,0.06538819218068015,0.06646891683340073,37526400,0.0,0.0,False
1986-09-10 00:00:00-04:00,0.06646891991955438,0.06700928227100371,0.06538819521665573,0.06538819521665573,10886400,0.0,0.0,False
1986-09-11 00:00:00-04:00,0.06538820652869307,0.06592856897362408,0.0626857727766037,0.0626857727766037,35654400,0.0,0.0,False
1986-09-12 00:00:00-04:00,0.06268579311335974,0.06322677726123312,0.06106470525264739,0.0610647052526474,24451200,0.0,0.0,False
1986-09-15 00:00:00-04:00,0.061064694370922046,0.0621454194188118,0.059983969323032287,0.0621454194188118,22492800,0.0,0.0,False
1986-09-16 00:00:00-04:00,0.0621454194188118,0.06268578194275667,0.061064694370922046,0.0621454194188118,5184000,0.0,0.0,False
1986-09-17 00:00:00-04:00,0.06214541861433284,0.0648478527265991,0.06160505609738301,0.06376712769269943,8035200,0.0,0.0,False
1986-09-18 00:00:00-04:00,0.06376713338645383,0.0653882210820499,0.06376713338645383,0.06430749595165253,5356800,0.0,0.0,False
1986-09-19 00:00:00-04:00,0.06430749595165253,0.06484785851685122,0.06376713338645383,0.06430749595165253,2505600,0.0,0.0,False
1986-09-22 00:00:00-04:00,0.06430749020964927,0.06430749020964927,0.06376712769269943,0.06376712769269943,4492800,0.0,0.0,False
1986-09-23 00:00:00-04:00,0.06376710235325578,0.06538818925992607,0.06376710235325578,0.06484782695770264,5961600,0.0,0.0,False
1986-09-24 00:00:00-04:00,0.06484784196812579,0.06484784196812579,0.063767117113522,0.06403730064630508,4780800,0.0,0.0,False
1986-09-25 00:00:00-04:00,0.06403730273549774,0.06430748163883103,0.0626857727766037,0.0626857727766037,5155200,0.0,0.0,False
1986-09-26 00:00:00-04:00,0.0626857727766037,0.06322675674896899,0.06214541033167268,0.0626857727766037,2332800,0.0,0.0,False
1986-09-29 00:00:00-04:00,0.06268579311335974,0.06268579311335974,0.06106470525264739,0.0610647052526474,6192000,0.0,0.0,False
1986-09-30 00:00:00-04:00,0.06106470525264739,0.062145430493122295,0.06106470525264739,0.0610647052526474,5184000,0.0,0.0,False
1986-10-01 00:00:00-04:00,0.06106471835633803,0.0621454438287225,0.059443630147761335,0.0605243556201458,32428800,0.0,0.0,False
1986-10-02 00:00:00-04:00,0.0605243556201458,0.06160508109253027,0.05998399288395357,0.0605243556201458,22723200,0.0,0.0,False
1986-10-03 00:00:00-04:00,0.060524342632409946,0.06160506787288485,0.060524342632409946,0.0610647052526474,14716800,0.0,0.0,False
1986-10-06 00:00:00-04:00,0.06268580296957933,0.06700932613891142,0.06268580296957933,0.06592860072851181,85334400,0.0,0.0,False
1986-10-07 00:00:00-04:00,0.06592858650811251,0.06863039945134675,0.06592858650811251,0.06727949529886246,59788800,0.0,0.0,False
1986-10-08 00:00:00-04:00,0.06727949149399223,0.06998129964616492,0.06646894533772811,0.0691707581281662,119606400,0.0,0.0,False
1986-10-09 00:00:00-04:00,0.06917075856619866,0.07295391802433375,0.06917075856619866,0.07133220881223679,92563200,0.0,0.0,False
1986-10-10 00:00:00-04:00,0.07133219575750999,0.07619607944850967,0.07025147083227776,0.07457499206066132,76752000,0.0,0.0,False
1986-10-13 00:00:00-04:00,0.07457500570886234,0.07457500570886234,0.07133220881223679,0.07133220881223679,27129600,0.0,0.0,False
1986-10-14 00:00:00-04:00,0.07187254570868913,0.07295389197313727,0.07187254570868913,0.07241290807723999,12873600,0.0,0.0,False
1986-10-15 00:00:00-04:00,0.0724129317785247,0.076196091123983,0.0724129317785247,0.0756557285785675,63532800,0.0,0.0,False
1986-10-16 00:00:00-04:00,0.0756557285785675,0.076196091123983,0.07511536603315201,0.0756557285785675,21859200,0.0,0.0,False
1986-10-17 00:00:00-04:00,0.07565572182338798,0.07835752967095999,0.07565572182338798,0.0778171718120575,124444800,0.0,0.0,False
1986-10-20 00:00:00-04:00,0.07781715994278583,0.0794382425487631,0.07619607269854439,0.0783575177192688,43545600,0.0,0.0,False
1986-10-21 00:00:00-04:00,0.07889789706482374,0.08159970492124557,0.07889789706482374,0.08159970492124557,112377600,0.0,0.0,False
1986-10-22 00:00:00-04:00,0.08159970492124557,0.08241025098878405,0.08105934706057312,0.08159970492124557,54576000,0.0,0.0,False
1986-10-23 00:00:00-04:00,0.08159970492124557,0.08214007205844782,0.0807891681302369,0.08159970492124557,70444800,0.0,0.0,False
1986-10-24 00:00:00-04:00,0.08159970945414323,0.08159970945414323,0.07889790144763484,0.08105935156345367,101376000,0.0,0.0,False
1986-10-27 00:00:00-05:00,0.08159967173139279,0.08376175165176392,0.08159967173139279,0.08376175165176392,125654400,0.0,0.0,False
1986-10-28 00:00:00-05:00,0.08376176070754549,0.0870039347329707,0.08376176070754549,0.08565302193164825,142646400,0.0,0.0,False
1986-10-29 00:00:00-05:00,0.08565302662721291,0.08592321476820554,0.08214005203223926,0.08322139829397202,53222400,0.0,0.0,False
1986-10-30 00:00:00-05:00,0.0832214037736647,0.08592322042579865,0.0826810460091548,0.0848424956202507,44380800,0.0,0.0,False
1986-10-31 00:00:00-05:00,0.08484247621006467,0.08592320076836543,0.08322138473435053,0.08376175165176392,63734400,0.0,0.0,False
1986-11-03 00:00:00-05:00,0.08430213894082349,0.08592323098665859,0.08430213894082349,0.0853828638792038,42192000,0.0,0.0,False
1986-11-04 00:00:00-05:00,0.085382847100829,0.08862502127885818,0.085382847100829,0.08862502127885818,54403200,0.0,0.0,False
1986-11-05 00:00:00-05:00,0.0886250317662011,0.09456964462830743,0.08808466470098877,0.09402927756309509,45100800,0.0,0.0,False
1986-11-06 00:00:00-05:00,0.09402929308376137,0.09835219321289239,0.09348893520588504,0.09619074314832687,72576000,0.0,0.0,False
1986-11-07 00:00:00-05:00,0.09619076267928897,0.09673112994341375,0.09402931217585381,0.09565040469169617,44323200,0.0,0.0,False
1986-11-10 00:00:00-05:00,0.09565040275341435,0.09565040275341435,0.0913268710299827,0.09186723828315735,28684800,0.0,0.0,False
1986-11-11 00:00:00-05:00,0.0924081802368164,0.09348890491898489,0.0924081802368164,0.0924081802368164,11894400,0.0,0.0,False
1986-11-12 00:00:00-05:00,0.0924081802368164,0.09456962960115335,0.09132682475080602,0.0924081802368164,34156800,0.0,0.0,False
1986-11-13 00:00:00-05:00,0.09240820192287068,0.09294855975250077,0.09078648835346116,0.09105666726827621,30211200,0.0,0.0,False
1986-11-14 00:00:00-05:00,0.09105669204166127,0.09186723828315735,0.08916542057034765,0.09186723828315735,18720000,0.0,0.0,False
1986-11-17 00:00:00-05:00,0.0918671917301538,0.09348890491898489,0.09078646704798532,0.0924081802368164,24307200,0.0,0.0,False
1986-11-18 00:00:00-05:00,0.09240821872562321,0.09294857665350757,0.08754432946443558,0.08754432946443558,59673600,0.0,0.0,False
1986-11-19 00:00:00-05:00,0.08754432647891978,0.09132685967470773,0.08754432647891978,0.09078650176525116,48729600,0.0,0.0,False
1986-11-20 00:00:00-05:00,0.09078647526286439,0.09781180322170258,0.09078647526286439,0.09781180322170258,98179200,0.0,0.0,False
1986-11-21 00:00:00-05:00,0.09835221902506101,0.1021353837967092,0.09835221902506101,0.10105402767658234,91065600,0.0,0.0,False
1986-11-24 00:00:00-05:00,0.10105396721283819,0.10970038609441533,0.09781179320498704,0.10916002839803696,173836800,0.0,0.0,False
1986-11-25 00:00:00-05:00,0.10916004750804388,0.11078113015749937,0.10861968044053966,0.11024077236652374,95788800,0.0,0.0,False
1986-11-26 00:00:00-05:00,0.11024075306732067,0.11078111076369905,0.10916002839803696,0.10916002839803696,38793600,0.0,0.0,False
1986-11-28 00:00:00-05:00,0.10916002262826274,0.10970038029607991,0.10645821573612395,0.10753893107175827,41328000,0.0,0.0,False
1986-12-01 00:00:00-05:00,0.10753892771866923,0.10807929464616411,0.1048371209107734,0.10537748783826828,40291200,0.0,0.0,False
1986-12-02 00:00:00-05:00,0.10591787099838257,0.10807932067587092,0.10591787099838257,0.10591787099838257,28771200,0.0,0.0,False
1986-12-03 00:00:00-05:00,0.10591787577053337,0.10699860065796982,0.10483715088309692,0.10510732978582382,35164800,0.0,0.0,False
1986-12-04 00:00:00-05:00,0.10510735566040758,0.10753898493660863,0.10429681875269466,0.10645826905965805,42508800,0.0,0.0,False
1986-12-05 00:00:00-05:00,0.10645823805601887,0.10699859583712674,0.10591787099838257,0.10591787099838257,107510400,0.0,0.0,False
1986-12-08 00:00:00-05:00,0.10591788930836746,0.10699861433393616,0.10321608138271075,0.10483716428279877,22665600,0.0,0.0,False
1986-12-09 00:00:00-05:00,0.10483717631210897,0.10537754352516157,0.10375645116253485,0.10429681837558746,16099200,0.0,0.0,False
1986-12-10 00:00:00-05:00,0.10429679307764313,0.10537751796507956,0.10321606819020668,0.10510732978582382,27590400,0.0,0.0,False
1986-12-11 00:00:00-05:00,0.10510732505019234,0.10645823805601887,0.10483714615963839,0.10591787099838257,11635200,0.0,0.0,False
1986-12-12 00:00:00-05:00,0.10591794742156053,0.10591794742156053,0.10213541239500046,0.10213541239500046,25286400,0.0,0.0,False
1986-12-15 00:00:00-05:00,0.10213533881348599,0.10267569659518876,0.09781180864981609,0.09943290054798126,50774400,0.0,0.0,False
1986-12-16 00:00:00-05:00,0.09997330699750402,0.10213538853382487,0.09997330699750402,0.10051367431879044,77299200,0.0,0.0,False
1986-12-17 00:00:00-05:00,0.10051362638143553,0.10213533982303599,0.10051362638143553,0.10159435123205185,23356800,0.0,0.0,False
1986-12-18 00:00:00-05:00,0.10159433602909955,0.10267568224531093,0.10105396904638964,0.10240550339221954,12672000,0.0,0.0,False
1986-12-19 00:00:00-05:00,0.10267571423166139,0.10591788930836746,0.10267571423166139,0.10483716428279877,56592000,0.0,0.0,False
1986-12-22 00:00:00-05:00,0.10483714615963839,0.10699859583712674,0.10483714615963839,0.10591787099838257,18316800,0.0,0.0,False
1986-12-23 00:00:00-05:00,0.1059179341868699,0.10699865967035294,0.1059179341868699,0.10699865967035294,23788800,0.0,0.0,False
1986-12-24 00:00:00-05:00,0.10699859108950718,0.10699859108950718,0.10645823333237545,0.10672841221094131,7027200,0.0,0.0,False
1986-12-26 00:00:00-05:00,0.1067284480288957,0.10753898493660863,0.10645826905965805,0.10645826905965805,3715200,0.0,0.0,False
1986-12-29 00:00:00-05:00,0.10645831486908919,0.10753903121107625,0.10213541239500046,0.10213541239500046,41702400,0.0,0.0,False
1986-12-30 00:00:00-05:00,0.10213535682713941,0.10375643973468718,0.10105400099255227,0.10321608185768127,25401600,0.0,0.0,False
1986-12-31 00:00:00-05:00,0.10321609322601334,0.10591790146168308,0.10321609322601334,0.10429681837558746,23356800,0.0,0.0,False
1987-01-02 00:00:00-05:00,0.10429680688822315,0.10537753191876503,0.1026757147041453,0.10321608185768127,12643200,0.0,0.0,False
1987-01-05 00:00:00-05:00,0.10321604735524001,0.11024075306732067,0.10267568038233467,0.10916002839803696,48499200,0.0,0.0,False
1987-01-06 00:00:00-05:00,0.10916005048128657,0.11132150025711869,0.10861968339906412,0.11078113317489624,40032000,0.0,0.0,False
1987-01-07 00:00:00-05:00,0.11078117236803445,0.11672578752040863,0.11078117236803445,0.11672578752040863,60998400,0.0,0.0,False
